äÓèÄì˙,äÓèÄâøäz,ëOì˙î‰,èÉéëéYëçäz,íºãﬂåàéZì˙,íºãﬂï™îzã‡,ï™îzã‡çƒìäéëäÓèÄâøäz
20170831,10000.00,0,500000000,00000000,0,10000
20170901,10005.00,5,500246499,00000000,0,10005
20170904,9995.00,-10,501994208,00000000,0,9995
20170905,9980.00,-15,506975587,00000000,0,9980
20170906,9814.00,-166,498543458,00000000,0,9814
20170907,9894.00,80,508491893,00000000,0,9894
20170908,9823.00,-71,517011035,00000000,0,9823
20170911,9811.00,-12,566396850,00000000,0,9811
20170912,10015.00,204,598981874,00000000,0,10015
20170913,10105.00,90,682388657,00000000,0,10105
20170914,10158.00,53,723203888,00000000,0,10158
20170915,10112.00,-46,779387782,00000000,0,10112
20170919,10261.00,149,807629415,00000000,0,10261
20170920,10287.00,26,869202451,00000000,0,10287
20170921,10375.00,88,898583547,00000000,0,10375
20170922,10319.00,-56,952830513,00000000,0,10319
20170925,10348.00,29,966089051,00000000,0,10348
20170926,10238.00,-110,1052648921,00000000,0,10238
20170927,10315.00,77,1085315514,00000000,0,10315
20170928,10407.00,92,1153248930,00000000,0,10407
20170929,10401.00,-6,1208253921,00000000,0,10401
20171002,10444.00,43,1249850745,00000000,0,10444
20171003,10502.00,58,1271775176,00000000,0,10502
20171004,10492.00,-10,1297791447,00000000,0,10492
20171005,10526.00,34,1340785504,00000000,0,10526
20171006,10596.00,70,1384477644,00000000,0,10596
20171010,10555.00,-41,1399755686,00000000,0,10555
20171011,10537.00,-18,1433285861,00000000,0,10537
20171012,10568.00,31,1488331251,00000000,0,10568
20171013,10537.00,-31,1521609400,00000000,0,10537
20171016,10527.00,-10,1550066920,00000000,0,10527
20171017,10559.00,32,1578352099,00000000,0,10559
20171018,10563.00,4,1607819244,00000000,0,10563
20171019,10645.00,82,1640833920,00000000,0,10645
20171020,10629.00,-16,1652205572,00000000,0,10629
20171023,10790.00,161,1693398092,00000000,0,10790
20171024,10698.00,-92,1692386571,00000000,0,10698
20171025,10767.00,69,1947803397,00000000,0,10767
20171026,10685.00,-82,1960934397,00000000,0,10685
20171027,10754.00,69,2016550764,00000000,0,10754
20171030,10802.00,48,2043881841,00000000,0,10802
20171031,10708.00,-94,2046632514,00000000,0,10708
20171101,10786.00,78,2103924482,00000000,0,10786
20171102,10820.00,34,2140284336,00000000,0,10820
20171106,10890.00,70,2174343525,00000000,0,10890
20171107,10844.00,-46,2178899894,00000000,0,10844
20171108,10844.00,0,2220707714,00000000,0,10844
20171109,10888.00,44,2251500517,00000000,0,10888
20171110,10787.00,-101,2239725914,00000000,0,10787
20171113,10807.00,20,2256335986,00000000,0,10807
20171114,10816.00,9,2266514084,00000000,0,10816
20171115,10777.00,-39,2280984701,00000000,0,10777
20171116,10681.00,-96,2305128197,00000000,0,10681
20171117,10761.00,80,2335294256,00000000,0,10761
20171120,10658.00,-103,2321590074,00000000,0,10658
20171121,10718.00,60,2344372406,00000000,0,10718
20171122,10761.00,43,2371660188,00000000,0,10761
20171124,10667.00,-94,2369655838,00000000,0,10667
20171127,10707.00,40,2385608680,00000000,0,10707
20171128,10636.00,-71,2380267185,00000000,0,10636
20171129,10802.00,166,2433755857,00000000,0,10802
20171130,10839.00,37,2443302434,00000000,0,10839
20171201,10976.00,137,2499666291,00000000,0,10976
20171204,10981.00,5,2505189605,00000000,0,10981
20171205,10940.00,-41,2505201992,00000000,0,10940
20171206,10900.00,-40,2534358313,00000000,0,10900
20171207,10903.00,3,2549056150,00000000,0,10903
20171208,11013.00,110,2578243102,00000000,0,11013
20171211,11108.00,95,2605226057,00000000,0,11108
20171212,11139.00,31,2643463423,00000000,0,11139
20171213,11140.00,1,2680869686,00000000,0,11140
20171214,11076.00,-64,2687475755,00000000,0,11076
20171215,10993.00,-83,2571619658,00000000,0,10993
20171218,11124.00,131,2617556750,00000000,0,11124
20171219,11174.00,50,2657215003,00000000,0,11174
20171220,11167.00,-7,2685797922,00000000,0,11167
20171221,11185.00,18,2737476092,00000000,0,11185
20171222,11226.00,41,2749112819,00000000,0,11226
20171225,11204.00,-22,2754740655,00000000,0,11204
20171226,11217.00,13,2766289729,00000000,0,11217
20171227,11208.00,-9,2764054215,00000000,0,11208
20171228,11221.00,13,2863834720,00000000,0,11221
20171229,11194.00,-27,2871059033,00000000,0,11194
20180104,11277.00,83,2785505449,00000000,0,11277
20180105,11334.00,57,2807968893,00000000,0,11334
20180109,11463.00,129,2903933006,00000000,0,11463
20180110,11413.00,-50,2914830069,00000000,0,11413
20180111,11300.00,-113,2951888904,00000000,0,11300
20180112,11355.00,55,2995316091,00000000,0,11355
20180115,11397.00,42,3048670844,00000000,0,11397
20180116,11391.00,-6,2857522862,00000000,0,11391
20180117,11302.00,-89,2835215374,00000000,0,11302
20180118,11510.00,208,2963757460,00000000,0,11510
20180119,11469.00,-41,2977750470,00000000,0,11469
20180122,11483.00,14,2878061759,00000000,0,11483
20180123,11599.00,116,2925386255,00000000,0,11599
20180124,11552.00,-47,2933029533,00000000,0,11552
20180125,11464.00,-88,2930347327,00000000,0,11464
20180126,11499.00,35,2969062423,00000000,0,11499
20180129,11520.00,21,2992433632,00000000,0,11520
20180130,11478.00,-42,3017844272,00000000,0,11478
20180131,11327.00,-151,2999841775,00000000,0,11327
20180201,11381.00,54,3027871853,00000000,0,11381
20180202,11396.00,15,3052180278,00000000,0,11396
20180205,11200.00,-196,3028270332,00000000,0,11200
20180206,10651.00,-549,2903918047,00000000,0,10651
20180207,10880.00,229,2965349493,00000000,0,10880
20180208,10824.00,-56,2917929170,00000000,0,10824
20180209,10375.00,-449,2828961124,00000000,0,10375
20180213,10662.00,287,2935078757,00000000,0,10662
20180214,10604.00,-58,2939895483,00000000,0,10604
20180215,10650.00,46,2997699113,00000000,0,10650
20180216,10723.00,73,3040580683,00000000,0,10723
20180219,10728.00,5,3080851215,00000000,0,10728
20180220,10779.00,51,3128298804,00000000,0,10779
20180221,10790.00,11,3131464517,00000000,0,10790
20180222,10729.00,-61,3177777506,00000000,0,10729
20180223,10692.00,-37,3191413550,00000000,0,10692
20180226,10853.00,161,3250621271,00000000,0,10853
20180227,10975.00,122,3302440460,00000000,0,10975
20180228,10889.00,-86,3300609052,00000000,0,10889
20180301,10705.00,-184,3283017980,00000000,0,10705
20180302,10519.00,-186,3242462603,00000000,0,10519
20180305,10501.00,-18,3270175061,00000000,0,10501
20180306,10685.00,184,3340039044,00000000,0,10685
20180307,10652.00,-33,3355902693,00000000,0,10652
20180308,10698.00,46,3386208585,00000000,0,10698
20180309,10810.00,112,3440981379,00000000,0,10810
20180312,11019.00,209,3521188479,00000000,0,11019
20180313,10946.00,-73,3517729640,00000000,0,10946
20180314,10911.00,-35,3533735790,00000000,0,10911
20180315,10784.00,-127,3498115415,00000000,0,10784
20180316,10801.00,17,3515724906,00000000,0,10801
20180319,10782.00,-19,3528864322,00000000,0,10782
20180320,10651.00,-131,3493792267,00000000,0,10651
20180322,10598.00,-53,3509435311,00000000,0,10598
20180323,10262.00,-336,3418393969,00000000,0,10262
20180326,10054.00,-208,3365337352,00000000,0,10054
20180327,10384.00,330,3501744056,00000000,0,10384
20180328,10196.00,-188,3523753282,00000000,0,10196
20180329,10301.00,105,3579425086,00000000,0,10301
20180330,10381.00,80,3630591875,00000000,0,10381
20180402,10387.00,6,3666924385,00000000,0,10387
20180403,10107.00,-280,3568243983,00000000,0,10107
20180404,10305.00,198,3707467391,00000000,0,10305
20180405,10454.00,149,3775829484,00000000,0,10454
20180406,10564.00,110,3824851571,00000000,0,10564
20180409,10299.00,-265,3754833479,00000000,0,10299
20180410,10326.00,27,3785558951,00000000,0,10326
20180411,10532.00,206,3883857729,00000000,0,10532
20180412,10455.00,-77,3876542282,00000000,0,10455
20180413,10593.00,138,3961724259,00000000,0,10593
20180416,10571.00,-22,3968897698,00000000,0,10571
20180417,10616.00,45,3991776006,00000000,0,10616
20180418,10741.00,125,4068688876,00000000,0,10741
20180419,10778.00,37,4102130421,00000000,0,10778
20180420,10716.00,-62,4089482497,00000000,0,10716
20180423,10661.00,-55,4068352548,00000000,0,10661
20180424,10752.00,91,4118242592,00000000,0,10752
20180425,10621.00,-131,4085645782,00000000,0,10621
20180426,10694.00,73,4128301891,00000000,0,10694
20180427,10798.00,104,4213838583,00000000,0,10798
20180501,10722.00,-76,4201987169,00000000,0,10722
20180502,10800.00,78,4244124367,00000000,0,10800
20180507,10746.00,-54,4280638241,00000000,0,10746
20180508,10778.00,32,4315645401,00000000,0,10778
20180509,10815.00,37,4359868588,00000000,0,10815
20180510,10988.00,173,4440974537,00000000,0,10988
20180511,11044.00,56,4473568513,00000000,0,11044
20180514,11048.00,4,4491792798,00000000,0,11048
20180515,11103.00,55,4520275011,00000000,0,11103
20180516,11085.00,-18,4554505357,00000000,0,11085
20180517,11135.00,50,4605325205,00000000,0,11135
20180518,11190.00,55,4637723317,00000000,0,11190
20180521,11176.00,-14,4644566572,00000000,0,11176
20180522,11244.00,68,4696199521,00000000,0,11244
20180523,11203.00,-41,4710459004,00000000,0,11203
20180524,11116.00,-87,4696329652,00000000,0,11116
20180525,11084.00,-32,4658690141,00000000,0,11084
20180528,11051.00,-33,4653417795,00000000,0,11051
20180529,11023.00,-28,4664855558,00000000,0,11023
20180530,10815.00,-208,4576606647,00000000,0,10815
20180531,10984.00,169,4688041787,00000000,0,10984
20180601,10935.00,-49,4677326193,00000000,0,10935
20180604,11125.00,190,4779180999,00000000,0,11125
20180605,11201.00,76,4853472290,00000000,0,11201
20180606,11202.00,1,4873103095,00000000,0,11202
20180607,11332.00,130,4948997223,00000000,0,11332
20180608,11295.00,-37,4940450967,00000000,0,11295
20180611,11282.00,-13,4932601079,00000000,0,11282
20180612,11394.00,112,4995014972,00000000,0,11394
20180613,11424.00,30,5042962327,00000000,0,11424
20180614,11366.00,-58,5033624751,00000000,0,11366
20180615,11434.00,68,5060595425,00000000,0,11434
20180618,11408.00,-26,5074726241,00000000,0,11408
20180619,11340.00,-68,4839298265,00000000,0,11340
20180620,11290.00,-50,4857137635,00000000,0,11290
20180621,11346.00,56,4897789877,00000000,0,11346
20180622,11233.00,-113,4876163304,00000000,0,11233
20180625,11218.00,-15,4879243276,00000000,0,11218
20180626,11052.00,-166,4803288418,00000000,0,11052
20180627,11107.00,55,4867816787,00000000,0,11107
20180628,11028.00,-79,4841052490,00000000,0,11028
20180629,11146.00,118,4906028051,00000000,0,11146
20180702,11188.00,42,4940269359,00000000,0,11188
20180703,11229.00,41,4968731728,00000000,0,11229
20180704,11120.00,-109,4980515972,00000000,0,11120
20180705,11126.00,6,4988993305,00000000,0,11126
20180706,11254.00,128,5046203197,00000000,0,11254
20180709,11321.00,67,5100008001,00000000,0,11321
20180710,11486.00,165,5175177231,00000000,0,11486
20180711,11513.00,27,5210401757,00000000,0,11513
20180712,11558.00,45,5250612202,00000000,0,11558
20180713,11718.00,160,5322618769,00000000,0,11718
20180717,11689.00,-29,5321480159,00000000,0,11689
20180718,11795.00,106,5372009526,00000000,0,11795
20180719,11795.00,0,5359524245,00000000,0,11795
20180720,11733.00,-62,5327238386,00000000,0,11733
20180723,11549.00,-184,5241530321,00000000,0,11549
20180724,11604.00,55,5283845628,00000000,0,11604
20180725,11662.00,58,5300222702,00000000,0,11662
20180726,11708.00,46,5334176258,00000000,0,11708
20180727,11714.00,6,5354881996,00000000,0,11714
20180730,11636.00,-78,5327936420,00000000,0,11636
20180731,11560.00,-76,5302995876,00000000,0,11560
20180801,11706.00,146,5377438808,00000000,0,11706
20180802,11680.00,-26,5379207338,00000000,0,11680
20180803,11745.00,65,5450469060,00000000,0,11745
20180806,11740.00,-5,5441800377,00000000,0,11740
20180807,11793.00,53,5467978188,00000000,0,11793
20180808,11840.00,47,5503273773,00000000,0,11840
20180809,11779.00,-61,5457970103,00000000,0,11779
20180810,11767.00,-12,5458953191,00000000,0,11767
20180813,11648.00,-119,5411034306,00000000,0,11648
20180814,11628.00,-20,5436061888,00000000,0,11628
20180815,11767.00,139,5516827560,00000000,0,11767
20180816,11595.00,-172,5438748512,00000000,0,11595
20180817,11721.00,126,5518786603,00000000,0,11721
20180820,11725.00,4,5524779774,00000000,0,11725
20180821,11684.00,-41,5516861833,00000000,0,11684
20180822,11738.00,54,5564931580,00000000,0,11738
20180823,11797.00,59,5583738804,00000000,0,11797
20180824,11855.00,58,5616684417,00000000,0,11855
20180827,11895.00,40,5636677201,00000000,0,11895
20180828,11992.00,97,5676194268,00000000,0,11992
20180829,11995.00,3,5707612406,00000000,0,11995
20180830,12120.00,125,5777735631,00000000,0,12120
20180831,11992.00,-128,5719786309,00000000,0,11992
20180903,11987.00,-5,5724739965,00000000,0,11987
20180904,11997.00,10,5739954833,00000000,0,11997
20180905,12025.00,28,5753270354,00000000,0,12025
20180906,11964.00,-61,5764593824,00000000,0,11964
20180907,11843.00,-121,5725088027,20180907,0,11843
20180910,11862.00,19,5739692659,20180907,0,11862
20180911,11941.00,79,5787162932,20180907,0,11941
20180912,11999.00,58,5833266285,20180907,0,11999
20180913,11987.00,-12,5888800860,20180907,0,11987
20180914,12127.00,140,5966063993,20180907,0,12127
20180918,12035.00,-92,5909213019,20180907,0,12035
20180919,12150.00,115,5973656456,20180907,0,12150
20180920,12174.00,24,5996539071,20180907,0,12174
20180921,12296.00,122,6057457925,20180907,0,12296
20180925,12291.00,-5,6071617190,20180907,0,12291
20180926,12266.00,-25,6064858225,20180907,0,12266
20180927,12221.00,-45,6088062196,20180907,0,12221
20180928,12331.00,110,6163038162,20180907,0,12331
20181001,12369.00,38,6195873177,20180907,0,12369
20181002,12421.00,52,6241796012,20180907,0,12421
20181003,12375.00,-46,6268431565,20180907,0,12375
20181004,12473.00,98,6334166081,20180907,0,12473
20181005,12342.00,-131,6266637136,20180907,0,12342
20181009,12144.00,-198,6181323350,20180907,0,12144
20181010,12140.00,-4,6199069864,20180907,0,12140
20181011,11667.00,-473,5988629377,20180907,0,11667
20181012,11412.00,-255,5878549603,20180907,0,11412
20181015,11556.00,144,5970284700,20180907,0,11556
20181016,11473.00,-83,5962076282,20180907,0,11473
20181017,11776.00,303,6188621550,20180907,0,11776
20181018,11804.00,28,6220293449,20180907,0,11804
20181019,11599.00,-205,6126394612,20180907,0,11599
20181022,11608.00,9,6149674237,20180907,0,11608
20181023,11588.00,-20,6166359787,20180907,0,11588
20181024,11494.00,-94,6142470723,20180907,0,11494
20181025,11095.00,-399,5924521451,20180907,0,11095
20181026,11345.00,250,6059862640,20180907,0,11345
20181029,11098.00,-247,5935620609,20180907,0,11098
20181030,11080.00,-18,5938869032,20180907,0,11080
20181031,11329.00,249,6092140869,20180907,0,11329
20181101,11405.00,76,6140602547,20180907,0,11405
20181102,11533.00,128,6212987625,20180907,0,11533
20181105,11498.00,-35,6246251288,20180907,0,11498
20181106,11563.00,65,6292694698,20180907,0,11563
20181107,11628.00,65,6347621565,20180907,0,11628
20181108,11926.00,298,6517022370,20180907,0,11926
20181109,11943.00,17,6539474147,20180907,0,11943
20181112,11825.00,-118,6496881034,20180907,0,11825
20181113,11564.00,-261,6345087926,20180907,0,11564
20181114,11576.00,12,6352162039,20180907,0,11576
20181115,11464.00,-112,6298034595,20180907,0,11464
20181116,11585.00,121,6351398108,20180907,0,11585
20181119,11518.00,-67,6347052691,20180907,0,11518
20181120,11321.00,-197,6246158843,20180907,0,11321
20181121,11139.00,-182,6151360705,20180907,0,11139
20181122,11191.00,52,6194500725,20180907,0,11191
20181126,11112.00,-79,6156365699,20180907,0,11112
20181127,11332.00,220,6278314227,20180907,0,11332
20181128,11397.00,65,6353135007,20180907,0,11397
20181129,11645.00,248,6508787352,20180907,0,11645
20181130,11605.00,-40,6496371811,20180907,0,11605
20181203,11716.00,111,6558801895,20180907,0,11716
20181204,11844.00,128,6639655597,20180907,0,11844
20181205,11390.00,-454,6420960815,20180907,0,11390
20181206,11395.00,5,6425430841,20180907,0,11395
20181207,11362.00,-33,6406847996,20180907,0,11362
20181210,11074.00,-288,6266114400,20180907,0,11074
20181211,11151.00,77,6313307906,20180907,0,11151
20181212,11191.00,40,6359416345,20180907,0,11191
20181213,11239.00,48,6391320867,20180907,0,11239
20181214,11255.00,16,6411295795,20180907,0,11255
20181217,11030.00,-225,6292028224,20180907,0,11030
20181218,10738.00,-292,6125709354,20180907,0,10738
20181219,10710.00,-28,6162846713,20180907,0,10710
20181220,10555.00,-155,6067850026,20180907,0,10555
20181221,10273.00,-282,5905883169,20180907,0,10273
20181225,9676.00,-597,5557561807,20180907,0,9676
20181226,9730.00,54,5596857453,20180907,0,9730
20181227,10254.00,524,5898247680,20180907,0,10254
20181228,10333.00,79,5929708285,20180907,0,10333
20190104,9858.00,-475,5676003317,20180907,0,9858
20190107,10279.00,421,5882803030,20180907,0,10279
20190108,10376.00,97,6003091047,20180907,0,10376
20190109,10469.00,93,6035696439,20180907,0,10469
20190110,10466.00,-3,6054652015,20180907,0,10466
20190111,10539.00,73,6054390423,20180907,0,10539
20190115,10477.00,-62,6037014311,20180907,0,10477
20190116,10592.00,115,6061435125,20180907,0,10592
20190117,10668.00,76,6153455772,20180907,0,10668
20190118,10792.00,124,6182018056,20180907,0,10792
20190121,10962.00,170,6284925304,20180907,0,10962
20190122,10964.00,2,6249141556,20180907,0,10964
20190123,10790.00,-174,6150353354,20180907,0,10790
20190124,10818.00,28,6144137416,20180907,0,10818
20190125,10854.00,36,6122970865,20180907,0,10854
20190128,10905.00,51,6150139688,20180907,0,10905
20190129,10803.00,-102,6109915382,20180907,0,10803
20190130,10811.00,8,6127140423,20180907,0,10811
20190131,10934.00,123,6200190420,20180907,0,10934
20190201,11028.00,94,6254951712,20180907,0,11028
20190204,11097.00,69,6304694302,20180907,0,11097
20190205,11224.00,127,6420815436,20180907,0,11224
20190206,11255.00,31,6444890649,20180907,0,11255
20190207,11243.00,-12,6467826133,20180907,0,11243
20190208,11129.00,-114,6399376785,20180907,0,11129
20190212,11219.00,90,6423785605,20180907,0,11219
20190213,11364.00,145,6496109695,20180907,0,11364
20190214,11444.00,80,6562594210,20180907,0,11444
20190215,11362.00,-82,6513175821,20180907,0,11362
20190218,11498.00,136,6585148532,20180907,0,11498
20190219,11497.00,-1,6614270016,20180907,0,11497
20190220,11537.00,40,6637140757,20180907,0,11537
20190221,11554.00,17,6633909614,20180907,0,11554
20190222,11523.00,-31,6628801160,20180907,0,11523
20190225,11595.00,72,6662399748,20180907,0,11595
20190226,11636.00,41,6673141562,20180907,0,11636
20190227,11582.00,-54,6656705812,20180907,0,11582
20190228,11606.00,24,6678530280,20180907,0,11606
20190301,11647.00,41,6699008174,20180907,0,11647
20190304,11780.00,133,6780357496,20180907,0,11780
20190305,11720.00,-60,6796068372,20180907,0,11720
20190306,11689.00,-31,6782034920,20180907,0,11689
20190307,11607.00,-82,6747560677,20180907,0,11607
20190308,11505.00,-102,6690506879,20180907,0,11505
20190311,11416.00,-89,6634001023,20180907,0,11416
20190312,11637.00,221,6762642520,20180907,0,11637
20190313,11655.00,18,6782067508,20180907,0,11655
20190314,11736.00,81,6833467364,20180907,0,11736
20190315,11798.00,62,6867182200,20180907,0,11798
20190318,11818.00,20,6875390834,20180907,0,11818
20190319,11837.00,19,6923965432,20180907,0,11837
20190320,11870.00,33,6931254946,20180907,0,11870
20190322,11864.00,-6,6925303806,20180907,0,11864
20190325,11552.00,-312,6762394989,20180907,0,11552
20190326,11574.00,22,6719816113,20180907,0,11574
20190327,11692.00,118,6806864832,20180907,0,11692
20190328,11619.00,-73,6775242997,20180907,0,11619
20190329,11729.00,110,6847417047,20180907,0,11729
20190401,11820.00,91,6902973967,20180907,0,11820
20190402,11994.00,174,6975658441,20180907,0,11994
20190403,12003.00,9,7032848070,20180907,0,12003
20190404,12030.00,27,7042023867,20180907,0,12030
20190405,12087.00,57,7080743073,20180907,0,12087
20190408,12103.00,16,7073211621,20180907,0,12103
20190409,12114.00,11,7078199186,20180907,0,12114
20190410,12021.00,-93,6971706720,20180907,0,12021
20190411,12054.00,33,6984692826,20180907,0,12054
20190412,12128.00,74,7028961801,20180907,0,12128
20190415,12234.00,106,7091569133,20180907,0,12234
20190416,12225.00,-9,7087422781,20180907,0,12225
20190417,12247.00,22,7136549581,20180907,0,12247
20190418,12208.00,-39,7093059811,20180907,0,12208
20190419,12226.00,18,7095742807,20180907,0,12226
20190422,12224.00,-2,7079508936,20180907,0,12224
20190423,12222.00,-2,7078307591,20180907,0,12222
20190424,12340.00,118,7155890992,20180907,0,12340
20190425,12349.00,9,7163901243,20180907,0,12349
20190426,12297.00,-52,7130727273,20180907,0,12297
20190507,12200.00,-97,7070203310,20180907,0,12200
20190508,11944.00,-256,6929627426,20180907,0,11944
20190509,11906.00,-38,6994011938,20180907,0,11906
20190510,11857.00,-49,6962245073,20180907,0,11857
20190513,11893.00,36,6994027099,20180907,0,11893
20190514,11569.00,-324,6819640373,20180907,0,11569
20190515,11687.00,118,6911756080,20180907,0,11687
20190516,11745.00,58,6946555105,20180907,0,11745
20190517,11905.00,160,7098151071,20180907,0,11905
20190520,11854.00,-51,7071860514,20180907,0,11854
20190521,11775.00,-79,7043391423,20180907,0,11775
20190522,11914.00,139,7156012241,20180907,0,11914
20190523,11853.00,-61,7123828054,20180907,0,11853
20190524,11654.00,-199,7011809714,20180907,0,11654
20190527,11648.00,-6,7014843930,20180907,0,11648
20190528,11655.00,7,7026637748,20180907,0,11655
20190529,11524.00,-131,6947979005,20180907,0,11524
20190530,11480.00,-44,6960150727,20180907,0,11480
20190531,11479.00,-1,6963106581,20180907,0,11479
20190603,11224.00,-255,6815787274,20180907,0,11224
20190604,11148.00,-76,6776222009,20180907,0,11148
20190605,11411.00,263,6995777625,20180907,0,11411
20190606,11535.00,124,7079906935,20180907,0,11535
20190607,11621.00,86,7144238967,20180907,0,11621
20190610,11743.00,122,7225028069,20180907,0,11743
20190611,11797.00,54,7265603515,20180907,0,11797
20190612,11803.00,6,7298283232,20180907,0,11803
20190613,11769.00,-34,7279849334,20180907,0,11769
20190614,11813.00,44,7173781068,20180907,0,11813
20190617,11820.00,7,7179387959,20180907,0,11820
20190618,11820.00,0,7180931547,20180907,0,11820
20190619,11929.00,109,7304569021,20180907,0,11929
20190620,11883.00,-46,7281643293,20180907,0,11883
20190621,11952.00,69,7329624130,20180907,0,11952
20190624,11938.00,-14,7335791299,20180907,0,11938
20190625,11905.00,-33,7319639533,20180907,0,11905
20190626,11798.00,-107,7254698193,20180907,0,11798
20190627,11826.00,28,7288386750,20180907,0,11826
20190628,11881.00,55,7333524262,20180907,0,11881
20190701,11997.00,116,7413387041,20180907,0,11997
20190702,12120.00,123,7503286149,20180907,0,12120
20190703,12068.00,-52,7532740417,20180907,0,12068
20190704,12174.00,106,7597826404,20180907,0,12174
20190705,12185.00,11,7588457119,20180907,0,12185
20190708,12237.00,52,7620527228,20180907,0,12237
20190709,12214.00,-23,7607758347,20180907,0,12214
20190710,12247.00,33,7612759737,20180907,0,12247
20190711,12211.00,-36,7581956673,20180907,0,12211
20190712,12276.00,65,7629257493,20180907,0,12276
20190716,12273.00,-3,7606934301,20180907,0,12273
20190717,12271.00,-2,7612350888,20180907,0,12271
20190718,12136.00,-135,7556732909,20180907,0,12136
20190719,12149.00,13,7561628985,20180907,0,12149
20190722,12124.00,-25,7552279688,20180907,0,12124
20190723,12165.00,41,7576274730,20180907,0,12165
20190724,12267.00,102,7658457886,20180907,0,12267
20190725,12327.00,60,7700088899,20180907,0,12327
20190726,12323.00,-4,7705531337,20180907,0,12323
20190729,12378.00,55,7764449593,20180907,0,12378
20190730,12408.00,30,7791218527,20180907,0,12408
20190731,12348.00,-60,7766612512,20180907,0,12348
20190801,12285.00,-63,7731603097,20180907,0,12285
20190802,11940.00,-345,7526500690,20180907,0,11940
20190805,11764.00,-176,7489077012,20180907,0,11764
20190806,11359.00,-405,7238011576,20180907,0,11359
20190807,11543.00,184,7380841980,20180907,0,11543
20190808,11546.00,3,7412489880,20180907,0,11546
20190809,11756.00,210,7582006080,20180907,0,11756
20190813,11476.00,-280,7424459627,20180907,0,11476
20190814,11752.00,276,7616868917,20180907,0,11752
20190815,11374.00,-378,7401907983,20180907,0,11374
20190816,11414.00,40,7444925336,20180907,0,11414
20190819,11609.00,195,7644875458,20180907,0,11609
20190820,11776.00,167,7768277314,20180907,0,11776
20190821,11652.00,-124,7707319760,20180907,0,11652
20190822,11777.00,125,7810683387,20180907,0,11777
20190823,11776.00,-1,7783158713,20180907,0,11776
20190826,11301.00,-475,7487164360,20180907,0,11301
20190827,11507.00,206,7633778683,20180907,0,11507
20190828,11457.00,-50,7640631272,20180907,0,11457
20190829,11566.00,109,7730003200,20180907,0,11566
20190830,11763.00,197,7871891847,20180907,0,11763
20190902,11733.00,-30,7852790538,20180907,0,11733
20190903,11753.00,20,7872408334,20180907,0,11753
20190904,11631.00,-122,7790405832,20180907,0,11631
20190905,11815.00,184,7985013223,20180907,0,11815
20190906,12044.00,229,8142431063,20180907,0,12044
20190909,12040.00,-4,8143944577,20190909,0,12040
20190910,12099.00,59,8179758978,20190909,0,12099
20190911,12126.00,27,8197292255,20190909,0,12126
20190912,12263.00,137,8307453020,20190909,0,12263
20190913,12319.00,56,8332293823,20190909,0,12319
20190917,12268.00,-51,8276272417,20190909,0,12268
20190918,12299.00,31,8285235787,20190909,0,12299
20190919,12330.00,31,8326585545,20190909,0,12330
20190920,12288.00,-42,8280850880,20190909,0,12288
20190924,12182.00,-106,8201173093,20190909,0,12182
20190925,12015.00,-167,8105353066,20190909,0,12015
20190926,12158.00,143,8199500626,20190909,0,12158
20190927,12142.00,-16,8210421731,20190909,0,12142
20190930,12087.00,-55,8179163034,20190909,0,12087
20191001,12180.00,93,8246672170,20190909,0,12180
20191002,11978.00,-202,8128849257,20190909,0,11978
20191003,11695.00,-283,7993766472,20190909,0,11695
20191004,11767.00,72,8056947931,20190909,0,11767
20191007,11920.00,153,8159282550,20190909,0,11920
20191008,11939.00,19,8187430057,20190909,0,11939
20191009,11724.00,-215,8068838782,20190909,0,11724
20191010,11862.00,138,8167284486,20190909,0,11862
20191011,12023.00,161,8282011262,20190909,0,12023
20191015,12171.00,148,8404478189,20190909,0,12171
20191016,12329.00,158,8520690616,20190909,0,12329
20191017,12305.00,-24,8569214046,20190909,0,12305
20191018,12335.00,30,8586256389,20190909,0,12335
20191021,12266.00,-69,8500520018,20190909,0,12266
20191023,12292.00,26,8524838890,20190909,0,12292
20191024,12359.00,67,8568970284,20190909,0,12359
20191025,12389.00,30,8591410975,20190909,0,12389
20191028,12446.00,57,8629568512,20190909,0,12446
20191029,12538.00,92,8708735136,20190909,0,12538
20191030,12513.00,-25,8689422117,20190909,0,12513
20191031,12557.00,44,8694801672,20190909,0,12557
20191101,12422.00,-135,8598574569,20190909,0,12422
20191105,12677.00,255,8774588267,20190909,0,12677
20191106,12696.00,19,8843985179,20190909,0,12696
20191107,12689.00,-7,8841026104,20190909,0,12689
20191108,12781.00,92,8894074119,20190909,0,12781
20191111,12788.00,7,8887996095,20190909,0,12788
20191112,12765.00,-23,8861858281,20190909,0,12765
20191113,12758.00,-7,8861880862,20190909,0,12758
20191114,12754.00,-4,8850832609,20190909,0,12754
20191115,12745.00,-9,8850340949,20190909,0,12745
20191118,12868.00,123,8934807314,20190909,0,12868
20191119,12843.00,-25,8977768656,20190909,0,12843
20191120,12844.00,1,8981178480,20190909,0,12844
20191121,12775.00,-69,8926161303,20190909,0,12775
20191122,12788.00,13,8949715916,20190909,0,12788
20191125,12829.00,41,8976713700,20190909,0,12829
20191126,12955.00,126,9066670223,20190909,0,12955
20191127,12993.00,38,9116441896,20190909,0,12993
20191128,13080.00,87,9169910772,20190909,0,13080
